name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,462,47037,203340,1,984,1540,0,0.055,820827.1647
John Doe,447,55271,1617270,26,854,6016,0,0,0
John Doe,753,52381,1438341,8,627,3858,0,0,0
John Doe,579,29205,398557,13,753,8813,0,0.067,46962.60288
John Doe,781,266000,1772866,6,827,9531,0,0,0
John Doe,522,164564,1776511,16,684,6550,0,0,0
John Doe,387,195882,576619,27,870,3959,1,0.085,54554.22521
John Doe,769,250849,720606,4,812,409,0,0.055,204931.7874
John Doe,806,263215,774193,28,109,1142,1,0.085,72905.00083
John Doe,841,263564,987356,14,625,5479,0,0.067,110079.0592
John Doe,721,189748,141487,25,793,7527,1,0.08,13247.78945
John Doe,724,91876,655205,25,676,2722,0,0.08,61348.51885
John Doe,610,191070,666226,30,634,1437,0,0.085,61859.33677
John Doe,385,214362,847726,5,389,5956,0,0.059,214956.804
John Doe,758,250852,711595,5,21,7151,0,0.059,180438.2394
John Doe,676,232623,1835604,19,873,3239,0,0,0
John Doe,756,90056,681309,16,401,9787,0,0.067,71889.67333
John Doe,696,163044,1248946,8,511,1156,0,0,0
John Doe,355,44957,708892,14,461,5712,0,0.067,78743.15263
John Doe,578,40177,1233902,21,334,9954,0,0,0
John Doe,402,227795,968263,13,601,6977,0,0.067,116075.2598
John Doe,780,250946,983094,24,544,737,0,0.08,93370.20347
John Doe,332,8387,1630398,8,242,7368,0,0,0
John Doe,569,29961,58261,12,893,1324,1,0.063,6931.515061
John Doe,321,88749,594276,5,855,2998,0,0.059,139542.0596
John Doe,734,293059,675052,23,660,7862,1,0.08,64438.55336
John Doe,772,205903,1940294,16,962,7593,0,0,0
John Doe,705,292263,971852,14,100,6172,0,0.067,111729.8355
John Doe,805,220801,850866,10,572,4771,0,0.063,114900.6155
John Doe,734,171667,1043591,3,795,6147,0,0,0
John Doe,385,9468,1494345,21,44,8489,0,0,0
John Doe,531,104388,1963080,22,160,9910,0,0,0
John Doe,535,262032,1272077,4,698,332,0,0,0
John Doe,635,267426,380586,8,841,7139,1,0.059,59795.20312
John Doe,604,107498,800291,7,808,7137,0,0.059,150118.0799
John Doe,680,268562,1800114,12,872,264,0,0,0
John Doe,557,178712,173439,27,707,3165,1,0.085,16435.57349
John Doe,691,189841,1959737,13,570,4799,0,0,0
John Doe,390,119699,287017,9,182,9441,1,0.063,42450.84382
John Doe,397,250787,1543797,15,97,3725,0,0,0
John Doe,327,243856,1358111,11,392,6741,0,0,0
John Doe,463,274461,845913,16,284,1154,0,0.067,88416.22922
John Doe,602,98768,61913,21,930,6102,1,0.08,6153.140187
John Doe,826,246497,1071509,28,349,6558,0,0,0
John Doe,754,274685,1912021,27,466,4345,0,0,0
John Doe,321,85117,273524,11,815,9233,0,0.063,34714.74029
John Doe,715,246982,380008,7,977,4839,1,0.059,72846.59293
John Doe,680,265209,980560,13,764,8285,0,0.067,115056.2703
John Doe,715,26896,722711,11,375,9859,0,0.063,95885.69672
John Doe,414,196143,397077,18,189,3504,1,0.08,42703.01486
John Doe,426,63141,1230093,18,991,7253,0,0,0
John Doe,572,208275,593244,8,430,1398,0,0.059,95562.17706
John Doe,609,113878,1506984,17,934,4777,0,0,0
John Doe,366,131768,789351,5,839,8284,0,0.059,218002.9407
John Doe,472,63325,62171,15,512,739,1,0.067,6602.600343
John Doe,818,211405,76659,17,355,2536,1,0.067,7586.052815
John Doe,496,279842,1720326,15,289,7839,0,0,0
John Doe,584,207740,572374,25,496,215,1,0.08,53472.55025
John Doe,602,187589,1737243,4,987,7467,0,0,0
John Doe,500,236817,918932,24,933,7480,0,0.08,87061.21303
John Doe,568,107305,1746501,23,642,717,0,0,0
John Doe,629,253735,513665,5,387,2553,0,0.059,130249.381
John Doe,508,214005,274557,16,423,170,1,0.067,28787.16468
John Doe,502,228671,169513,20,846,7301,1,0.08,17162.13499
John Doe,756,181437,1228565,29,418,9319,0,0,0
John Doe,338,194228,1804970,30,325,455,0,0,0
John Doe,707,251350,1903098,4,10,330,0,0,0
John Doe,434,189897,1954699,15,858,6115,0,0,0
John Doe,761,66540,1302969,26,155,6187,0,0,0
John Doe,659,30250,562972,14,654,6856,0,0.067,64213.50454
John Doe,797,72274,1293230,22,335,5604,0,0,0
John Doe,622,198557,820573,13,251,3559,0,0.067,96283.8265
John Doe,471,73205,836295,11,589,7745,0,0.063,107285.6199
John Doe,320,194824,1351242,23,967,922,0,0,0
John Doe,443,179930,1651048,14,8,3821,0,0,0
John Doe,367,57583,1434066,27,246,4727,0,0,0
John Doe,481,108717,1539567,12,163,1379,0,0,0
John Doe,455,150867,1219933,28,659,4296,0,0,0
John Doe,833,72828,602143,10,273,3136,0,0.063,87226.9118
John Doe,530,263049,88849,3,531,87,1,0.055,45235.07132
John Doe,786,107832,1047963,4,440,1688,0,0,0
John Doe,401,261972,1894535,4,897,4178,0,0,0
John Doe,456,185080,1473107,29,660,1208,0,0,0
John Doe,667,83043,1316294,23,985,3544,0,0,0
John Doe,698,36275,704151,14,883,1925,0,0.067,80316.61155
John Doe,323,293730,1817206,17,841,6468,0,0,0
John Doe,813,232222,1698264,2,119,2591,0,0,0
John Doe,503,261783,1692747,12,191,1855,0,0,0
John Doe,507,245148,1871354,16,746,9137,0,0,0
John Doe,705,296103,1754026,28,741,319,0,0,0
John Doe,462,86460,635743,17,954,2361,0,0.067,63080.11198
John Doe,422,101810,662879,1,904,5645,0,0.055,815644.4281
John Doe,719,30911,1127660,15,191,3929,0,0,0
John Doe,781,175905,1628744,4,5,8651,0,0,0
John Doe,388,39456,71147,2,718,7682,0,0.055,37647.28378
John Doe,357,130871,864891,12,379,4603,0,0.063,105382.8203
John Doe,690,122660,655948,12,161,74,0,0.063,81123.83147
John Doe,387,192493,128370,23,513,447,1,0.08,12401.50003
John Doe,615,185686,118733,15,389,9522,1,0.067,12650.84805
John Doe,527,29572,46876,10,920,9215,1,0.063,6790.49448
John Doe,620,176187,1544232,2,699,4883,0,0,0
John Doe,824,99602,448224,26,926,7451,0,0.085,42872.54226
John Doe,742,174912,1099122,14,650,3530,0,0,0
John Doe,612,80923,1204632,5,708,1366,0,0,0
John Doe,574,102595,549082,27,634,5490,0,0.085,52337.042
John Doe,485,111556,1303830,14,492,6736,0,0,0
John Doe,665,138471,279240,16,672,3996,1,0.067,29186.62776
John Doe,735,203568,1049764,11,546,7852,0,0,0
John Doe,314,298247,1150201,6,408,507,0,0,0
John Doe,666,93123,34293,9,67,7313,1,0.063,5182.642486
John Doe,455,290870,1104301,5,690,4682,0,0,0
John Doe,722,46841,1332920,16,863,3325,0,0,0
John Doe,815,72402,1437094,20,260,929,0,0,0
John Doe,835,158902,256571,5,395,8180,0,0.059,63029.43193
John Doe,369,145556,1733293,17,408,9108,0,0,0
John Doe,323,57672,900502,21,974,1754,0,0.08,89351.80489
John Doe,521,189094,519188,29,442,2585,1,0.085,48534.62969
John Doe,392,120351,102330,8,881,9283,1,0.059,17223.5814
John Doe,527,61784,1308583,7,494,7794,0,0,0
John Doe,515,76964,654239,27,296,9798,0,0.085,62150.31856
John Doe,402,150673,1738640,10,359,2307,0,0,0
John Doe,419,36471,578805,25,458,400,0,0.08,53953.8477
John Doe,349,158136,446866,16,643,4525,1,0.067,45999.9024
John Doe,654,286238,811502,8,742,9101,0,0.059,136587.2252
John Doe,644,51883,990444,9,441,5365,0,0.063,154251.2169
John Doe,380,7622,1042399,18,189,10,0,0,0
John Doe,514,287533,932855,22,751,4264,0,0.08,91562.05556
John Doe,712,104130,30275,26,67,6350,1,0.085,2914.292144
John Doe,729,25423,1917375,8,682,6166,0,0,0
John Doe,724,201094,158475,13,322,5708,1,0.067,18517.78317
John Doe,569,68486,528739,28,2,7091,0,0.085,49678.5551
John Doe,311,226790,1066181,17,876,3789,0,0,0
John Doe,757,182688,647657,25,232,8605,1,0.08,60305.97428
John Doe,676,211797,43088,4,86,7133,1,0.055,13561.87405
John Doe,849,7847,181559,11,858,2892,0,0.063,23548.53278
John Doe,718,16261,1670026,22,703,5211,0,0,0
John Doe,737,26695,1081174,28,430,8534,0,0,0
John Doe,334,141789,542169,3,91,6134,0,0.055,225614.2524
John Doe,835,31491,717328,13,342,3806,0,0.067,86373.81999
John Doe,620,266629,412786,28,287,4459,1,0.085,38726.79546
John Doe,757,178180,1505396,25,687,5513,0,0,0
John Doe,520,128375,1800916,30,606,4162,0,0,0
John Doe,748,61118,354827,6,182,5037,0,0.059,75703.60453
John Doe,800,119015,1041021,9,63,3328,0,0,0
John Doe,713,210438,535101,8,804,774,0,0.059,87691.92381
John Doe,413,262135,410949,17,899,7927,1,0.067,40885.23912
John Doe,756,137781,1053670,18,477,8997,0,0,0
John Doe,403,253437,1819185,28,68,435,0,0,0
John Doe,325,133691,1020386,29,757,6695,0,0,0
John Doe,438,13455,1495008,11,806,1268,0,0,0
John Doe,442,195779,830369,24,256,2533,0,0.08,78108.07463
John Doe,549,58110,106346,6,327,2472,0,0.059,22689.29796
John Doe,592,105612,655286,4,44,5776,0,0.055,182875.7115
John Doe,738,129045,98783,2,292,2209,0,0.055,52270.81443
John Doe,573,234169,732758,30,360,4642,0,0.085,68081.39694
John Doe,807,264957,1143307,14,231,848,0,0,0
John Doe,727,71098,1544799,23,893,4709,0,0,0
John Doe,661,68397,206701,1,730,6354,0,0.055,360870.5948
John Doe,700,17484,1157297,13,877,4722,0,0,0
John Doe,446,43884,1692174,16,575,1714,0,0,0
John Doe,739,51467,1950921,14,498,9355,0,0,0
John Doe,764,24265,583261,13,703,4579,0,0.067,67324.22875
John Doe,533,162104,625400,9,809,5323,0,0.063,96656.37314
John Doe,423,267834,1773914,24,436,1979,0,0,0
John Doe,817,210989,1838748,2,195,1560,0,0,0
John Doe,758,210999,1463799,23,345,314,0,0,0
John Doe,430,30263,1004074,15,424,3187,0,0,0
John Doe,361,195676,1290454,1,415,2488,0,0,0
John Doe,650,26964,1681555,20,529,3417,0,0,0
John Doe,471,209931,878297,26,11,4845,0,0.085,84388.756
John Doe,515,159845,462808,29,320,8445,1,0.085,43144.27516
John Doe,719,70676,796405,13,231,783,0,0.067,92676.96388
John Doe,648,278571,1259175,22,864,3222,0,0,0
John Doe,588,232012,89143,25,995,8470,1,0.08,8337.27813
John Doe,423,4877,1202779,7,192,7486,0,0,0
John Doe,435,198599,1101495,24,111,6837,0,0,0
John Doe,544,49270,1896872,23,630,9261,0,0,0
John Doe,360,194510,258494,26,993,6478,1,0.085,24906.18042
John Doe,605,49041,1176085,16,856,6742,0,0,0
John Doe,629,151436,738327,1,978,858,0,0.055,1796423.868
John Doe,386,7752,1742317,7,557,4926,0,0,0
John Doe,564,110840,1033184,18,961,6652,0,0,0
John Doe,570,82560,1631870,11,8,8023,0,0,0
John Doe,635,40292,1621079,5,457,7175,0,0,0
John Doe,468,293304,1266138,5,1,3491,0,0,0
John Doe,579,60455,244854,8,85,7665,0,0.059,42376.16068
John Doe,750,101439,1382813,28,49,8351,0,0,0
John Doe,575,114177,1449284,9,801,8843,0,0,0
John Doe,498,82875,1196935,3,392,7837,0,0,0
John Doe,518,39232,370266,27,106,7046,0,0.085,35031.05994
John Doe,540,197366,179641,28,542,3531,1,0.085,16853.5761
John Doe,326,270220,576841,9,951,1489,0,0.063,91251.03878
John Doe,490,59265,1564514,14,577,4290,0,0,0
John Doe,457,289899,1781538,6,37,2705,0,0,0
John Doe,460,256417,1512920,10,697,4148,0,0,0
John Doe,579,5302,1169938,16,182,3550,0,0,0
John Doe,543,132537,425505,18,443,9416,1,0.08,45656.15908
John Doe,381,76810,1138275,18,184,649,0,0,0
John Doe,310,75311,1530548,4,282,7100,0,0,0
John Doe,458,299108,1518560,26,242,5962,0,0,0
John Doe,740,190111,183415,22,688,5394,1,0.08,17948.8772
John Doe,373,199720,1533352,17,352,5586,0,0,0
John Doe,810,135037,1566015,20,703,3399,0,0,0
John Doe,335,194339,344782,3,500,621,0,0.055,131693.5192
John Doe,602,64964,190544,9,932,1029,0,0.063,30142.34067
John Doe,597,37250,1201380,12,912,5591,0,0,0
John Doe,384,43520,1016602,4,817,2346,0,0,0
John Doe,643,231084,867081,21,816,3513,0,0.08,85763.55596
John Doe,755,115935,532105,15,89,687,0,0.067,56509.89458
John Doe,336,272299,1733637,9,410,8410,0,0,0
John Doe,662,271337,992388,4,899,4757,0,0.055,326520.3296
John Doe,471,99331,233372,28,367,6955,1,0.085,21959.75285
John Doe,763,9376,1543265,8,596,3654,0,0,0
John Doe,808,278957,815512,2,767,5030,0,0.055,723276.8189
John Doe,544,257581,1276015,28,324,184,0,0,0
John Doe,601,96103,726539,4,480,3789,0,0.055,210645.6972
John Doe,446,277190,697711,10,796,8867,0,0.063,98420.26267
John Doe,805,243309,512281,13,873,7980,1,0.067,60619.66482
John Doe,593,256551,1689846,14,759,2576,0,0,0
John Doe,525,11945,874713,30,967,488,0,0.085,80958.15594
John Doe,763,202811,1031754,26,20,9160,0,0,0
John Doe,495,249040,76305,22,518,2586,1,0.08,7500.873573
John Doe,556,230310,1961278,8,438,7970,0,0,0
John Doe,721,25246,1264574,16,357,3585,0,0,0
John Doe,780,53720,1230854,1,366,4403,0,0,0
John Doe,381,182850,133498,28,807,7993,1,0.085,12524.52782
John Doe,699,66965,1608586,15,281,3950,0,0,0
John Doe,816,152351,1459480,11,224,6582,0,0,0
John Doe,426,136852,905849,23,40,6708,0,0.08,86581.30693
John Doe,408,104448,929165,9,290,7025,0,0.063,140423.1186
John Doe,301,20129,1238875,28,955,8259,0,0,0
John Doe,476,186454,965227,11,382,5425,0,0.063,127326.0857
John Doe,721,1551,1424071,23,643,7899,0,0,0
John Doe,584,181274,1073109,24,978,374,0,0,0
John Doe,546,121117,956285,7,356,279,0,0.059,185367.2823
John Doe,706,158956,664763,7,103,2795,0,0.059,128858.3536
John Doe,538,253717,935903,13,371,546,0,0.067,111706.4278
John Doe,469,9061,921154,27,908,3406,0,0.085,87506.26995
John Doe,817,12255,322800,25,577,6716,0,0.08,30123.27855
John Doe,745,273284,1559208,21,330,9791,0,0,0
John Doe,336,174385,1950229,21,379,1473,0,0,0
John Doe,518,26013,364966,13,870,3508,0,0.067,43945.73694
John Doe,332,187035,1495600,30,517,6265,0,0,0
John Doe,737,193080,1006024,25,261,3401,0,0,0
John Doe,657,256155,962640,23,379,2213,1,0.08,91657.10378
John Doe,429,180586,374397,11,26,4532,1,0.063,50258.28617
John Doe,720,200919,784081,22,538,4812,0,0.08,75853.05346
John Doe,781,214268,936217,1,164,3040,0,0.055,3779248.282
John Doe,305,181773,228106,20,28,391,1,0.08,23260.68047
John Doe,711,30746,1146243,29,982,9209,0,0,0
John Doe,830,35224,1926262,30,167,6775,0,0,0
John Doe,827,113640,1760955,18,35,8670,0,0,0
John Doe,383,170613,1795265,30,752,41,0,0,0
John Doe,324,36079,1160672,11,429,5645,0,0,0
John Doe,736,255795,878491,5,52,8826,0,0.059,226429.1824
John Doe,551,245451,1844007,17,197,3429,0,0,0
John Doe,845,110883,1382333,7,14,9389,0,0,0
John Doe,321,53232,831260,26,61,9481,0,0.085,80168.64625
John Doe,346,8099,843949,29,772,7234,0,0.085,78838.54065
John Doe,661,151930,1519920,18,964,3275,0,0,0
John Doe,307,178119,575037,14,134,4349,0,0.067,64835.28404
John Doe,687,259925,1756892,30,48,7662,0,0,0
John Doe,656,230863,1634636,17,684,1849,0,0,0
John Doe,585,63673,678877,22,986,8823,0,0.08,66143.05453
John Doe,468,13859,164890,5,797,8850,0,0.059,41147.05103
John Doe,647,113141,1843538,5,920,3846,0,0,0
John Doe,833,51575,1268135,17,49,9577,0,0,0
John Doe,783,291566,1917674,27,199,1561,0,0,0
John Doe,645,102340,1221476,7,104,79,0,0,0
John Doe,397,293093,1761154,5,734,3263,0,0,0
John Doe,626,48899,1944605,22,197,6397,0,0,0
John Doe,410,153201,1172291,16,908,8423,0,0,0
John Doe,626,237692,1705332,1,59,2832,0,0,0
John Doe,530,96198,1335769,18,741,5475,0,0,0
John Doe,768,29506,1231090,8,769,5158,0,0,0
John Doe,330,133682,601043,8,379,338,0,0.059,104020.7419
John Doe,641,119257,1078405,2,429,6045,0,0,0
John Doe,632,17511,1549045,26,778,6096,0,0,0
John Doe,682,169795,399371,13,474,8374,1,0.067,47258.70403
John Doe,651,53262,278291,15,479,1814,0,0.067,29651.54721
John Doe,411,148568,1456935,16,910,9285,0,0,0
John Doe,702,5986,827383,15,852,5932,0,0.067,87584.08471
John Doe,419,16689,1420228,20,185,5017,0,0,0
John Doe,662,202454,1987252,11,764,1086,0,0,0
John Doe,327,127925,1377010,7,738,2749,0,0,0
John Doe,439,84372,1249905,27,174,9567,0,0,0
John Doe,848,225915,111130,6,596,7062,1,0.059,22038.04487
John Doe,781,109066,66411,2,59,3842,0,0.055,48835.66312
John Doe,848,77648,1205960,20,662,1098,0,0,0
John Doe,740,199724,1189416,8,468,984,0,0,0
John Doe,672,241121,1365987,30,811,3893,0,0,0
John Doe,648,21019,867595,25,735,8386,0,0.08,80439.44886
John Doe,303,96763,1633092,3,703,6877,0,0,0
John Doe,370,210216,1722709,7,862,2718,0,0,0
John Doe,363,282687,1264772,5,701,3674,0,0,0
John Doe,641,123905,1924770,3,603,650,0,0,0
John Doe,490,290233,511210,7,945,1927,0,0.059,91997.45072
John Doe,463,219349,906342,2,231,6921,0,0.055,706541.4016
John Doe,425,121232,167429,26,666,72,1,0.085,16101.82619
John Doe,833,62889,411121,6,670,2523,0,0.059,90036.05502
John Doe,838,174824,595728,30,705,7790,1,0.085,55313.57073
John Doe,511,239601,711281,27,173,6315,0,0.085,67457.89463
John Doe,838,157641,640653,3,100,8680,0,0.055,314330.0854
John Doe,741,104891,1878031,4,116,1766,0,0,0
John Doe,451,155254,1441075,20,530,1186,0,0,0
John Doe,700,4236,44580,0,65,3850,0,0.055, Infinity
John Doe,401,118773,247742,13,992,2342,1,0.067,28596.18435
John Doe,312,58912,623040,15,658,4265,0,0.067,66384.10862
John Doe,643,32510,864498,24,322,8724,0,0.08,82106.44573
John Doe,827,148196,1858512,13,832,7429,0,0,0
John Doe,630,106089,1850881,8,763,1278,0,0,0
John Doe,365,269918,324923,20,133,8911,1,0.08,33073.25285
John Doe,328,167066,975242,12,604,7792,0,0.063,120008.6388
John Doe,691,146880,857354,4,250,9233,0,0.055,253536.5533
John Doe,495,3084,1131849,8,578,8786,0,0,0
John Doe,532,14885,1812523,12,104,8573,0,0,0
John Doe,727,271167,792483,19,815,5269,1,0.08,82203.35491
John Doe,339,35135,759278,9,962,4752,0,0.063,113100.1571
John Doe,356,256648,531284,26,732,2532,1,0.085,50862.35537
John Doe,341,258433,1999990,3,121,3558,0,0,0
John Doe,672,246472,1938281,29,236,3987,0,0,0
John Doe,534,27865,455582,9,891,4321,0,0.063,70410.78316
John Doe,442,97436,738284,16,79,8929,0,0.067,77901.5037
John Doe,666,169872,124593,7,29,7004,1,0.059,21981.87216
John Doe,777,116032,1792219,3,634,9348,0,0,0
John Doe,565,28442,731735,8,614,8125,0,0.059,124293.5679
John Doe,525,154818,1231253,17,182,5705,0,0,0
John Doe,410,263584,464293,19,74,1481,1,0.08,48648.02184
John Doe,333,122945,1832263,11,129,3302,0,0,0
John Doe,700,241460,1474507,14,828,7621,0,0,0
John Doe,559,153141,177551,28,533,4702,1,0.085,16745.48535
John Doe,689,100321,690785,11,924,2790,0,0.063,89103.37873
John Doe,347,81973,1661790,7,523,5246,0,0,0
John Doe,678,102368,1486694,6,607,29,0,0,0
John Doe,464,147817,1243651,27,830,1439,0,0,0
John Doe,537,278321,1929710,4,630,9970,0,0,0
John Doe,752,175006,1435619,2,606,2658,0,0,0
John Doe,717,198151,1165732,27,474,8093,0,0,0
John Doe,500,172153,549130,22,662,7923,1,0.08,53348.34951
John Doe,394,250058,453277,9,545,5438,0,0.063,70593.11665
John Doe,803,76482,1048248,1,300,9867,0,0,0
John Doe,532,180460,374747,1,883,6599,0,0.055,461110.2516
John Doe,701,118863,1116975,26,805,8825,0,0,0
John Doe,767,23045,1721553,21,526,6545,0,0,0
John Doe,317,280688,1535427,23,403,5870,0,0,0
John Doe,309,165461,1844363,28,637,1269,0,0,0
John Doe,754,73848,729334,2,753,749,0,0.055,536319.4279
John Doe,847,241225,1217159,24,262,5470,0,0,0
John Doe,806,279362,665556,11,760,7942,1,0.063,84024.90325
John Doe,382,73202,390846,22,528,9593,0,0.08,38025.29888
John Doe,665,154128,91950,28,260,4856,1,0.085,8678.877414
John Doe,443,97365,1184178,3,127,4581,0,0,0
John Doe,484,5069,660304,14,467,9135,0,0.067,75315.35121
John Doe,428,283360,120942,18,770,3222,1,0.08,12976.92669
John Doe,729,276687,1642197,24,850,3256,0,0,0
John Doe,642,96248,1985547,16,882,9468,0,0,0
John Doe,798,213583,1384232,15,317,5422,0,0,0
John Doe,530,74040,1616010,13,216,6548,0,0,0
John Doe,731,542,1204753,9,743,710,0,0,0
John Doe,479,173546,1334265,2,411,4746,0,0,0
John Doe,421,226804,1181094,20,633,8969,0,0,0
John Doe,582,265617,847852,1,596,6530,0,0.055,3422543.293
John Doe,586,240475,1005581,25,761,3727,0,0,0
John Doe,331,75922,132219,16,478,2770,1,0.067,13951.35059
John Doe,746,196737,1809878,10,425,6548,0,0,0
John Doe,442,112635,1275856,11,930,2998,0,0,0
John Doe,735,247675,1299056,28,419,2181,0,0,0
John Doe,410,24237,66485,20,800,1174,1,0.08,6719.375347
John Doe,548,80625,1646546,21,435,5303,0,0,0
John Doe,612,273404,209897,26,933,3412,1,0.085,20130.58631
John Doe,423,189907,1044689,11,249,4187,0,0,0
John Doe,516,13663,1466463,16,630,5943,0,0,0
John Doe,828,137561,467804,16,290,2870,1,0.067,49361.26888
John Doe,305,239154,95641,1,900,8976,0,0.055,98514.19096
John Doe,434,141880,1689056,26,869,424,0,0,0
John Doe,796,252040,216202,29,1000,7398,1,0.085,20154.964
John Doe,777,267742,1721164,8,627,2705,0,0,0
John Doe,331,222497,888724,23,287,5737,0,0.08,85278.88125
John Doe,381,215115,165173,5,148,1738,1,0.059,42572.98863
John Doe,652,1044,1744824,18,489,8435,0,0,0
John Doe,606,16969,210897,28,977,8279,0,0.085,19771.52768
John Doe,420,188451,1131493,26,90,3893,0,0,0
John Doe,353,215913,1715707,3,447,3605,0,0,0
John Doe,781,263506,283933,8,814,9134,1,0.059,45737.09236
John Doe,343,161127,592414,6,128,8515,0,0.059,124796.2622
John Doe,458,260378,730793,13,899,1537,0,0.067,87995.14732
John Doe,501,19909,78032,20,537,6460,0,0.08,7942.718942
John Doe,821,154656,684439,20,881,1399,0,0.08,69922.41461
John Doe,584,168060,967968,26,749,2154,0,0.085,92585.95923
John Doe,604,47944,1757538,27,364,3698,0,0,0
John Doe,508,292229,1938322,8,617,7055,0,0,0
John Doe,550,105150,126231,8,853,5680,1,0.059,20163.11869
John Doe,741,207607,214486,21,938,8648,1,0.08,21420.89986
John Doe,765,124597,848570,14,647,64,0,0.067,94258.47241
John Doe,337,263426,368462,26,576,2042,1,0.085,35535.33158
John Doe,611,269398,32644,10,442,6651,1,0.063,4546.132507
John Doe,321,144544,1449719,5,139,1863,0,0,0
John Doe,754,228025,1988583,25,353,8284,0,0,0
John Doe,682,293149,203738,26,674,6362,1,0.085,19504.81204
John Doe,422,254028,417693,6,695,2997,0,0.059,89116.28959
John Doe,742,203734,1255779,10,141,512,0,0,0
John Doe,790,268697,1584636,20,435,8434,0,0,0
